wilayah_kode,wilayah,tahun,value
1307,Agam,2017,71.1
1111,Aceh Utara,2024,71.7
3506,Kediri,2020,72.05
9106,Sorong Selatan,2011,56.01
1110,Bireuen,2021,72.33
9435,Intan Jaya,2011,40.07
3207,Ciamis,2014,67.64
7173,Kota Tomohon,2011,71.85
1302,Pesisir Selatan,2010,65.09
3674,Kota Tangerang Selatan,2021,81.6
3171,Kota Jakarta Selatan,2014,82.94
1310,Solok Selatan,2016,67.47
5319,Manggarai Timur,2010,54.26
7312,Soppeng,2021,68.99
7172,Kota Bitung,2011,69.31
7316,Enrekang,2017,71.44
1408,Bengkalis,2014,70.84
9428,Mamberamo Raya,2020,51.78
7400,SULAWESI TENGGARA,2013,67.55
3305,Kebumen,2014,65.67
7200,SULAWESI TENGAH,2012,65.0
9427,Supiori,2020,62.3
1305,Tanah Datar,2023,73.98
7402,Muna,2023,70.16
7505,Gorontalo Utara,2015,62.55
7105,Minahasa Selatan,2023,73.66
6111,Kayong Utara,2010,55.83
3206,Tasikmalaya,2019,65.64
1903,Bangka Barat,2017,67.94
6472,Kota Samarinda,2016,78.91
8171,Kota Ambon,2018,80.24
3504,Tulungagung,2013,69.3
9419,Sarmi,2012,59.03
3401,Kulon Progo,2019,74.44
1504,Batang Hari,2012,66.97
1572,Kota Sungai Penuh,2012,71.23
5305,Timor Tengah Utara,2010,56.93
3519,Madiun,2013,68.07
1813,Pesisir Barat,2021,64.3
3504,Tulungagung,2011,67.76
7207,Buol,2018,67.3
3525,Gresik,2022,77.16
5105,Klungkung,2023,73.11
6109,Sekadau,2024,67.25
7312,Soppeng,2015,65.33
6372,Kota Banjar Baru,2022,79.68
9600,PAPUA TENGAH,2022,58.25
7601,Majene,2022,67.84
1109,Pidie,2014,67.87
3212,Indramayu,2021,67.64
9203,Sorong Selatan,2022,63.08
8200,MALUKU UTARA,2016,66.63
1107,Aceh Barat,2019,71.22
9430,Lanny Jaya,2023,50.56
3171,Kota Jakarta Selatan,2022,85.21
8105,Kepulauan Aru,2021,63.83
3300,JAWA TENGAH,2022,72.79
3308,Magelang,2020,69.87
1172,Kota Sabang,2012,70.84
2105,Kepulauan Anambas,2011,63.71
1408,Bengkalis,2023,74.97
3525,Gresik,2019,76.1
1500,JAMBI,2021,71.63
7313,Wajo,2021,69.62
7505,Gorontalo Utara,2010,59.26
7208,Parigi Moutong,2022,66.26
9202,Sorong,2024,68.29
3372,Kota Surakarta,2017,80.85
3579,Kota Batu,2017,74.26
6308,Hulu Sungai Utara,2020,65.59
9101,Fakfak,2018,66.99
1300,SUMATERA BARAT,2011,67.81
3174,Kota Jakarta Barat,2017,80.47
1601,Ogan Komering Ulu,2011,64.62
7102,Minahasa,2017,74.59
6308,Hulu Sungai Utara,2010,58.5
3572,Kota Blitar,2013,74.53
3201,Bogor,2012,65.66
6111,Kayong Utara,2016,60.87
3501,Pacitan,2018,67.33
3313,Karanganyar,2018,75.54
3672,Kota Cilegon,2023,74.54
3511,Bondowoso,2016,64.52
8100,MALUKU,2011,64.75
1304,Sijunjung,2015,65.3
9100,PAPUA BARAT,2014,61.28
9427,Supiori,2010,57.71
1224,Nias Utara,2015,59.88
7410,Konawe Utara,2021,70.23
1501,Kerinci,2015,68.89
7600,SULAWESI BARAT,2015,62.96
5304,Timor Tengah Selatan,2022,62.73
6404,Kutai Timur,2013,69.79
1401,Kuantan Singingi,2017,69.53
1706,Mukomuko,2018,67.47
1171,Kota Banda Aceh,2016,83.73
1217,Samosir,2021,70.83
1602,Ogan Komering Ilir,2018,66.57
6405,Berau,2022,75.74
3204,Bandung,2024,74.27
1376,Kota Payakumbuh,2019,78.95
7502,Gorontalo,2014,62.9
3523,Tuban,2022,69.67
7411,Kolaka Timur,2014,62.13
5207,Sumbawa Barat,2021,71.85
7110,Bolaang Mongondow Selatan,2017,64.05
3512,Situbondo,2022,68.25
7318,Tana Toraja,2013,64.55
6203,Kapuas,2019,69.38
1111,Aceh Utara,2019,69.22
7501,Boalemo,2015,62.86
3510,Banyuwangi,2013,66.74
3673,Kota Serang,2016,71.09
1603,Muara Enim,2024,71.0
3572,Kota Blitar,2023,80.63
6211,Gunung Mas,2022,71.4
3526,Bangkalan,2019,63.79
6401,Paser,2014,69.87
6371,Kota Banjarmasin,2012,73.45
7208,Parigi Moutong,2017,64.09
1106,Aceh Tengah,2010,69.17
3319,Kudus,2022,75.89
3272,Kota Sukabumi,2012,69.74
8172,Kota Tual,2010,61.7
7318,Tana Toraja,2020,68.75
6404,Kutai Timur,2014,70.39
1405,Siak,2023,74.98
3326,Pekalongan,2015,67.4
3323,Temanggung,2016,67.6
7271,Kota Palu,2019,81.5
6571,Kota Tarakan,2022,76.68
8202,Halmahera Tengah,2013,60.89
9433,Puncak,2017,41.06
1806,Lampung Utara,2012,62.93
3603,Tangerang,2023,73.43
7602,Polewali Mandar,2020,63.84
7406,Bombana,2021,66.25
1112,Aceh Barat Daya,2020,66.75
6112,Kubu Raya,2012,63.42
5301,Sumba Barat,2017,62.3
1206,Toba Samosir / Toba,2018,74.48
3604,Serang,2017,65.6
8272,Kota Tidore Kepulauan,2021,70.99
8271,Kota Ternate,2021,80.14
7304,Jeneponto,2017,62.67
7601,Majene,2011,62.56
6501,Malinau,2015,70.15
3401,Kulon Progo,2010,68.83
1210,Dairi,2014,67.91
7306,Gowa,2018,68.87
7203,Morowali,2017,70.41
1301,Kepulauan Mentawai,2023,63.13
7601,Majene,2021,67.29
9414,Mappi,2018,57.72
6206,Sukamara,2015,65.8
7400,SULAWESI TENGGARA,2011,66.52
7409,Buton Utara,2015,65.23
3211,Sumedang,2021,71.8
1801,Lampung Barat,2017,66.06
3274,Kota Cirebon,2015,73.34
1605,Musi Rawas,2018,66.18
8101,Maluku Tenggara Barat / Kepulauan Tanimbar,2020,62.86
3214,Purwakarta,2014,67.32
3209,Cirebon,2019,68.69
1707,Lebong,2012,62.84
3325,Batang,2018,67.86
9416,Yahukimo,2013,45.63
3504,Tulungagung,2015,70.07
1611,Empat Lawang,2019,65.1
7110,Bolaang Mongondow Selatan,2024,67.14
6102,Bengkayang,2020,67.87
3522,Bojonegoro,2011,63.22
7404,Kolaka,2010,67.76
7409,Buton Utara,2014,64.65
5105,Klungkung,2018,70.9
8109,Buru Selatan,2019,64.42
3320,Jepara,2023,73.85
7402,Muna,2019,68.97
7322,Luwu Utara,2011,65.57
1301,Kepulauan Mentawai,2020,61.09
1800,LAMPUNG,2018,69.02
1404,Pelalawan,2018,71.44
1114,Aceh Tamiang,2023,71.35
7471,Kota Kendari,2024,85.33
9433,Puncak,2015,39.41
1302,Pesisir Selatan,2018,69.4
3573,Kota Malang,2019,81.32
3400,D I YOGYAKARTA,2023,81.07
5300,NUSA TENGGARA TIMUR,2013,61.68
3272,Kota Sukabumi,2024,76.85
3100,DKI JAKARTA,2021,81.11
1208,Asahan,2012,66.23
7271,Kota Palu,2011,78.1
5309,Flores Timur,2019,64.34
1402,Indragiri Hulu,2010,65.1
1672,Kota Prabumulih,2018,74.04
6302,Kotabaru,2016,67.1
3312,Wonogiri,2014,66.77
1603,Muara Enim,2018,68.28
3174,Kota Jakarta Barat,2015,79.72
6204,Barito Selatan,2024,72.36
7502,Gorontalo,2016,64.22
1115,Nagan Raya,2017,67.78
1900,KEP. BANGKA BELITUNG,2012,67.21
7472,Kota Baubau,2022,76.67
9171,Kota Sorong,2013,74.96
3305,Kebumen,2018,68.8
5308,Lembata,2012,59.51
5309,Flores Timur,2015,61.24
6309,Tabalong,2016,70.07
1903,Bangka Barat,2015,67.23
1214,Nias Selatan,2021,62.35
1175,Kota Subulussalam,2014,60.39
5205,Dompu,2022,69.15
3218,Pangandaran,2019,68.21
1200,SUMATERA UTARA,2013,68.36
1306,Padang Pariaman,2012,66.2
6503,Tana Tidung,2017,66.26
5202,Lombok Tengah,2020,66.43
3502,Ponorogo,2024,73.01
9412,Mimika,2020,74.19
7402,Muna,2015,65.99
7504,Bone Bolango,2015,66.83
1105,Aceh Timur,2016,65.42
1210,Dairi,2024,73.92
7301,Kepulauan Selayar,2024,70.03
8101,Maluku Tenggara Barat / Kepulauan Tanimbar,2012,58.56
7106,Minahasa Utara,2019,73.95
6106,Ketapang,2010,60.63
6474,Kota Bontang,2010,76.97
1401,Kuantan Singingi,2010,65.07
1200,SUMATERA UTARA,2019,71.74
9434,Dogiyai,2014,52.25
1902,Belitung,2020,72.51
7316,Enrekang,2010,66.27
1509,Bungo,2013,67.54
3319,Kudus,2013,71.58
7311,Bone,2019,65.67
1804,Lampung Timur,2024,71.84
2104,Lingga,2015,61.28
9420,Keerom,2012,61.13
3315,Grobogan,2020,69.87
7373,Kota Palopo,2024,79.94
3307,Wonosobo,2015,65.7
3218,Pangandaran,2020,68.06
9408,Kepulauan Yapen,2014,64.89
7326,Toraja Utara,2012,64.89
3577,Kota Madiun,2017,80.13
9400,PAPUA,2021,60.62
6100,KALIMANTAN BARAT,2019,67.65
3327,Pemalang,2022,67.19
7109,Minahasa Tenggara,2016,68.42
1801,Lampung Barat,2024,69.84
3526,Bangkalan,2020,64.11
7500,GORONTALO,2023,70.45
5313,Manggarai,2014,60.08
6571,Kota Tarakan,2017,75.27
3402,Bantul,2024,81.74
8103,Maluku Tengah,2018,70.6
1377,Kota Pariaman,2019,76.7
5272,Kota Bima,2016,73.67
1116,Aceh Jaya,2023,70.88
3519,Madiun,2014,68.6
1811,Mesuji,2023,65.64
9102,Kaimana,2022,66.11
5205,Dompu,2021,68.45
3200,JAWA BARAT,2015,69.5
8206,Halmahera Timur,2017,65.77
3521,Ngawi,2014,67.78
7401,Buton,2023,68.12
7201,Banggai Kepulauan,2022,66.08
7325,Luwu Timur,2019,72.8
5301,Sumba Barat,2023,65.22
3174,Kota Jakarta Barat,2013,78.79
5315,Manggarai Barat,2024,66.65
1810,Pringsewu,2013,66.14
5312,Ngada,2015,65.1
6203,Kapuas,2018,68.68
6101,Sambas,2016,64.94
1220,Padang Lawas Utara,2011,65.22
9433,Puncak,2010,33.44
5204,Sumbawa,2019,67.6
3309,Boyolali,2015,71.74
3172,Kota Jakarta Timur,2013,79.88
9608,Puncak Jaya,2023,50.81
3601,Pandeglang,2021,65.17
1225,Nias Barat,2017,59.56
1504,Batang Hari,2016,68.7
3403,Gunung Kidul,2016,67.82
1373,Kota Sawah Lunto,2013,69.07
6212,Barito Timur,2017,70.57
6402,Kutai Barat,2017,70.18
1107,Aceh Barat,2015,68.41
1278,Kota Gunungsitoli,2017,67.68
7271,Kota Palu,2012,78.36
9106,Sorong Selatan,2017,60.19
1207,Labuhan Batu,2017,71.0
9108,Raja Ampat,2022,64.65
6310,Tanah Bumbu,2022,71.79
6201,Kotawaringin Barat,2014,70.14
1114,Aceh Tamiang,2021,69.48
6300,KALIMANTAN SELATAN,2023,72.5
7411,Kolaka Timur,2013,61.78
7472,Kota Baubau,2019,75.21
1473,Kota Dumai,2021,74.75
1900,KEP. BANGKA BELITUNG,2018,70.67
9434,Dogiyai,2011,48.48
1221,Padang Lawas,2021,68.64
6172,Kota Singkawang,2012,68.54
7101,Bolaang Mongondow,2014,64.53
9106,Sorong Selatan,2016,59.2
1800,LAMPUNG,2014,66.42
1302,Pesisir Selatan,2020,69.9
6206,Sukamara,2010,62.41
1501,Kerinci,2017,70.03
7111,Bolaang Mongondow Timur,2024,68.53
3574,Kota Probolinggo,2017,72.09
7110,Bolaang Mongondow Selatan,2023,66.4
7501,Boalemo,2021,66.42
3320,Jepara,2018,71.38
1115,Nagan Raya,2022,70.1
7209,Tojo Una-Una,2022,65.54
1174,Kota Lhokseumawe,2018,76.62
7371,Kota Makasar,2024,83.9
1606,Musi Banyuasin,2012,63.27
5313,Manggarai,2011,58.02
1200,SUMATERA UTARA,2023,73.37
8271,Kota Ternate,2024,82.12
3301,Cilacap,2013,66.8
7111,Bolaang Mongondow Timur,2017,64.73
3501,Pacitan,2019,68.16
1110,Bireuen,2011,67.03
9414,Mappi,2022,59.61
1109,Pidie,2023,71.66
9105,Manokwari,2018,71.17
3574,Kota Probolinggo,2015,71.01
9430,Lanny Jaya,2015,44.18
1809,Pesawaran,2019,65.75
5207,Sumbawa Barat,2016,69.26
3327,Pemalang,2010,58.64
3507,Malang,2021,70.6
7311,Bone,2017,64.16
1602,Ogan Komering Ilir,2021,67.17
3210,Majalengka,2010,62.3
3306,Purworejo,2012,69.4
3273,Kota Bandung,2013,78.55
7110,Bolaang Mongondow Selatan,2021,65.42
6472,Kota Samarinda,2013,77.84
3512,Situbondo,2021,67.78
7410,Konawe Utara,2023,71.71
1504,Batang Hari,2014,67.68
3173,Kota Jakarta Pusat,2016,80.22
1300,SUMATERA BARAT,2022,73.26
6405,Berau,2024,76.66
7108,Siau Tagulandang Biaro,2021,68.05
9104,Teluk Bintuni,2023,66.0
5203,Lombok Timur,2014,62.07
9436,Deiyai,2012,46.94
9409,Biak Numfor,2019,72.57
7102,Minahasa,2012,71.43
7408,Kolaka Utara,2010,63.17
1400,RIAU,2023,74.04
3213,Subang,2024,71.36
7316,Enrekang,2019,72.66
5204,Sumbawa,2020,67.61
7403,Konawe,2012,67.51
7301,Kepulauan Selayar,2013,63.16
3319,Kudus,2021,75.16
7603,Mamasa,2011,61.45
6307,Hulu Sungai Tengah,2020,68.84
1704,Kaur,2015,64.47
6100,KALIMANTAN BARAT,2018,66.98
1903,Bangka Barat,2011,64.0
7210,Sigi,2018,67.66
9404,Nabire,2021,69.15
7207,Buol,2019,67.69
1674,Kota Lubuklinggau,2021,74.89
9420,Keerom,2024,68.68
1225,Nias Barat,2016,59.03
3402,Bantul,2022,80.69
7326,Toraja Utara,2017,67.9
2172,Kota Tanjung Pinang,2018,78.33
1118,Pidie Jaya,2016,71.13
3325,Batang,2023,70.2
7303,Bantaeng,2018,67.76
3214,Purwakarta,2023,72.09
7111,Bolaang Mongondow Timur,2021,66.55
3201,Bogor,2022,71.2
2103,Natuna,2014,70.06
9436,Deiyai,2018,49.55
3579,Kota Batu,2016,73.57
6305,Tapin,2012,65.92
6474,Kota Bontang,2018,79.86
5313,Manggarai,2015,60.87
1904,Bangka Tengah,2023,71.71
5208,Lombok Utara,2013,59.2
1810,Pringsewu,2018,69.42
1801,Lampung Barat,2019,67.5
1306,Padang Pariaman,2023,72.61
8208,Pulau Taliabu,2016,58.66
3317,Rembang,2018,69.46
3216,Bekasi,2015,71.19
3313,Karanganyar,2023,77.31
3674,Kota Tangerang Selatan,2020,81.36
5310,Sikka,2010,59.04
7205,Donggala,2016,64.42
9419,Sarmi,2021,63.94
3600,BANTEN,2024,74.48
1703,Bengkulu Utara,2020,68.82
1706,Mukomuko,2023,69.97
3400,D I YOGYAKARTA,2014,76.81
7312,Soppeng,2011,63.8
2105,Kepulauan Anambas,2024,70.93
1305,Tanah Datar,2024,74.9
3516,Mojokerto,2024,75.98
5312,Ngada,2019,67.76
8107,Seram Bagian Timur,2013,58.88
5301,Sumba Barat,2011,59.33
9429,Nduga,2022,34.1
3215,Karawang,2019,70.86
3174,Kota Jakarta Barat,2021,81.76
1906,Belitung Timur,2015,68.83
6112,Kubu Raya,2023,69.6
1601,Ogan Komering Ulu,2022,70.24
6202,Kotawaringin Timur,2020,71.31
9434,Dogiyai,2022,55.72
7372,Kota Parepare,2016,76.48
7410,Konawe Utara,2019,69.22
1500,JAMBI,2011,66.14
1403,Indragiri Hilir,2014,63.8
3316,Blora,2017,67.52
2103,Natuna,2023,74.21
9401,Merauke,2016,68.09
3516,Mojokerto,2014,70.22
3604,Serang,2021,66.82
1105,Aceh Timur,2013,63.27
5301,Sumba Barat,2012,59.98
6107,Sintang,2011,60.8
6105,Sanggau,2019,65.67
3576,Kota Mojokerto,2020,78.04
1211,Karo,2013,71.62
7407,Wakatobi,2013,66.5
3503,Trenggalek,2018,68.71
7501,Boalemo,2020,65.91
3212,Indramayu,2011,61.47
9171,Kota Sorong,2017,76.73
6310,Tanah Bumbu,2015,67.58
7602,Polewali Mandar,2019,63.74
1904,Bangka Tengah,2024,71.9
1109,Pidie,2017,69.52
1312,Pasaman Barat,2012,63.33
1212,Deli Serdang,2022,76.19
1174,Kota Lhokseumawe,2015,75.11
3671,Kota Tangerang,2012,74.57
1406,Kampar,2022,73.84
3525,Gresik,2011,71.11
1107,Aceh Barat,2017,70.2
6271,Kota Palangka Raya,2010,76.53
9426,Waropen,2015,62.35
1203,Tapanuli Selatan,2023,71.55
9432,Yalimo,2021,49.01
1207,Labuhan Batu,2014,70.06
5304,Timor Tengah Selatan,2021,62.16
3203,Cianjur,2012,60.28
1572,Kota Sungai Penuh,2024,77.4
5305,Timor Tengah Utara,2012,59.04
7314,Sidenreng Rappang,2017,69.84
6502,Bulungan,2017,70.74
1107,Aceh Barat,2020,71.38
1609,Ogan Komering Ulu Timur,2014,66.74
3576,Kota Mojokerto,2024,80.92
1810,Pringsewu,2012,65.37
5207,Sumbawa Barat,2014,67.19
1224,Nias Utara,2018,61.08
7317,Luwu,2012,65.43
7371,Kota Makasar,2013,78.98
1301,Kepulauan Mentawai,2012,56.1
6404,Kutai Timur,2010,66.94
6471,Kota Balikpapan,2023,81.66
3272,Kota Sukabumi,2011,68.67
3376,Kota Tegal,2013,71.44
8206,Halmahera Timur,2024,69.58
5103,Badung,2013,77.63
6101,Sambas,2024,69.31
9432,Yalimo,2014,44.21
5308,Lembata,2022,65.47
7304,Jeneponto,2022,65.13
6300,KALIMANTAN SELATAN,2016,69.05
1172,Kota Sabang,2024,78.32
3522,Bojonegoro,2023,70.85
7106,Minahasa Utara,2010,68.74
5321,Malaka,2019,60.34
7401,Buton,2019,65.67
8206,Halmahera Timur,2016,64.92
6207,Lamandau,2024,72.25
6571,Kota Tarakan,2020,75.83
3173,Kota Jakarta Pusat,2021,81.56
5371,Kota Kupang,2011,75.74
1473,Kota Dumai,2022,75.26
7401,Buton,2010,59.44
6209,Katingan,2024,70.7
1905,Bangka Selatan,2012,61.17
3314,Sragen,2017,72.4
9106,Sorong Selatan,2013,57.73
3523,Tuban,2020,68.4
1708,Kepahiang,2012,63.86
8200,MALUKU UTARA,2022,69.47
7107,Bolaang Mongondow Utara,2015,64.46
3218,Pangandaran,2021,68.28
6213,Murung Raya,2016,66.96
1901,Bangka,2024,73.98
6202,Kotawaringin Timur,2011,65.6
5314,Rote Ndao,2020,62.39
1108,Aceh Besar,2024,75.13
7373,Kota Palopo,2022,78.91
6501,Malinau,2014,70.0
5103,Badung,2024,83.87
6306,Hulu Sungai Selatan,2016,67.52
7171,Kota Manado,2021,79.2
1803,Lampung Selatan,2024,70.28
1812,Tulang Bawang Barat,2022,67.13
1375,Kota Bukittinggi,2018,80.11
1221,Padang Lawas,2022,69.58
5272,Kota Bima,2012,71.21
3373,Kota Salatiga,2016,81.14
5171,Kota Denpasar,2019,83.68
3577,Kota Madiun,2015,79.48
7414,Buton Tengah,2023,65.83
1220,Padang Lawas Utara,2015,67.35
5203,Lombok Timur,2019,66.23
6502,Bulungan,2018,71.23
9601,Mimika,2024,76.85
9101,Fakfak,2024,70.39
1311,Dharmasraya,2010,66.56
5309,Flores Timur,2017,62.89
1406,Kampar,2018,72.5
7203,Morowali,2016,69.69
3303,Purbalingga,2020,68.97
3673,Kota Serang,2019,72.1
7212,Morowali Utara,2014,65.81
1607,Banyu Asin,2017,65.85
1905,Bangka Selatan,2015,63.89
7106,Minahasa Utara,2023,75.31
1506,Tanjung Jabung Timur,2022,65.77
3520,Magetan,2019,73.49
7207,Buol,2011,63.03
3376,Kota Tegal,2024,77.43
5203,Lombok Timur,2021,66.66
6304,Barito Kuala,2012,61.62
9999,INDONESIA,2012,67.7
1402,Indragiri Hulu,2022,70.46
8272,Kota Tidore Kepulauan,2012,65.42
1503,Sarolangun,2014,67.67
7306,Gowa,2024,72.26
1109,Pidie,2010,66.75
3600,BANTEN,2014,69.89
1404,Pelalawan,2022,72.93
6403,Kutai Kartanegara,2023,75.3
9999,INDONESIA,2021,72.29
1274,Kota Tebing Tinggi,2015,72.81
6571,Kota Tarakan,2013,73.58
7471,Kota Kendari,2021,84.15
1700,BENGKULU,2023,72.78
1276,Kota Binjai,2024,78.1
1102,Aceh Singkil,2018,68.02
1221,Padang Lawas,2015,65.99
1707,Lebong,2014,63.9
5311,Ende,2018,66.62
9431,Mamberamo Tengah,2020,47.57
3309,Boyolali,2023,75.41
2103,Natuna,2016,71.23
9504,Asmat,2023,53.19
6474,Kota Bontang,2012,77.55
3508,Lumajang,2017,64.23
3514,Pasuruan,2016,65.71
3574,Kota Probolinggo,2013,70.05
1610,Ogan Ilir,2022,67.96
1805,Lampung Tengah,2023,71.6
6306,Hulu Sungai Selatan,2020,68.85
6503,Tana Tidung,2020,66.97
5310,Sikka,2017,63.08
7325,Luwu Timur,2024,74.95
6571,Kota Tarakan,2019,76.09
5203,Lombok Timur,2016,63.7
3571,Kota Kediri,2014,74.62
1401,Kuantan Singingi,2015,68.32
5204,Sumbawa,2013,62.44
6104,Mempawah,2022,66.94
7322,Luwu Utara,2014,66.9
1375,Kota Bukittinggi,2022,81.42
6212,Barito Timur,2010,66.76
5102,Tabanan,2024,78.42
1408,Bengkalis,2022,74.38
9105,Manokwari,2016,70.34
1102,Aceh Singkil,2013,64.87
6211,Gunung Mas,2020,70.81
5307,Alor,2019,61.03
1312,Pasaman Barat,2024,70.93
7207,Buol,2016,66.37
7413,Muna Barat,2014,61.92
7605,Mamuju Utara / Pasangkayu,2016,65.17
1374,Kota Padang Panjang,2023,79.26
6213,Murung Raya,2015,66.46
5301,Sumba Barat,2018,62.91
9400,PAPUA,2011,55.01
3278,Kota Tasikmalaya,2015,69.99
7107,Bolaang Mongondow Utara,2018,66.32
1802,Tanggamus,2017,64.94
9100,PAPUA BARAT,2016,62.21
1200,SUMATERA UTARA,2017,70.57
8208,Pulau Taliabu,2019,60.62
7408,Kolaka Utara,2016,67.6
1115,Nagan Raya,2010,63.57
3471,Kota Yogyakarta,2020,86.61
3511,Bondowoso,2015,63.95
3173,Kota Jakarta Pusat,2022,82.11
9430,Lanny Jaya,2021,48.68
9109,Tambrauw,2017,51.01
3577,Kota Madiun,2019,80.88
7271,Kota Palu,2022,82.02
1600,SUMATERA SELATAN,2024,72.3
8203,Kepulauan Sula,2017,62.04
1224,Nias Utara,2021,62.82
2102,Bintan,2020,74.13
3204,Bandung,2015,70.05
1112,Aceh Barat Daya,2018,65.67
5203,Lombok Timur,2015,62.83
1376,Kota Payakumbuh,2020,78.9
8272,Kota Tidore Kepulauan,2014,66.76
8202,Halmahera Tengah,2021,65.82
7605,Mamuju Utara / Pasangkayu,2012,63.0
7173,Kota Tomohon,2016,74.91
3210,Majalengka,2017,65.92
6300,KALIMANTAN SELATAN,2020,70.91
1602,Ogan Komering Ilir,2014,63.87
1301,Kepulauan Mentawai,2018,60.28
1604,Lahat,2020,67.44
7210,Sigi,2014,64.64
3277,Kota Cimahi,2016,76.69
1175,Kota Subulussalam,2015,61.32
9104,Teluk Bintuni,2011,57.87
1301,Kepulauan Mentawai,2011,55.9
6371,Kota Banjarmasin,2011,72.01
5314,Rote Ndao,2015,58.32
3522,Bojonegoro,2012,64.2
8204,Halmahera Selatan,2016,62.17
3604,Serang,2012,62.97
3572,Kota Blitar,2020,78.57
6103,Landak,2020,65.98
3200,JAWA BARAT,2016,70.05
3210,Majalengka,2015,64.75
5202,Lombok Tengah,2016,63.22
1406,Kampar,2016,71.39
1671,Kota Palembang,2011,74.08
9431,Mamberamo Tengah,2010,39.37
6212,Barito Timur,2012,67.97
1300,SUMATERA BARAT,2023,73.75
1115,Nagan Raya,2013,65.23
3526,Bangkalan,2023,65.75
7171,Kota Manado,2019,79.12
5310,Sikka,2014,61.36
1811,Mesuji,2022,64.94
9420,Keerom,2013,62.49
6107,Sintang,2024,69.42
3573,Kota Malang,2016,80.46
6209,Katingan,2018,67.91
1300,SUMATERA BARAT,2010,67.25
1701,Bengkulu Selatan,2020,70.63
6371,Kota Banjarmasin,2020,77.1
7105,Minahasa Selatan,2022,72.89
9402,Jayawijaya,2015,54.18
1902,Belitung,2015,70.29
7104,Kepulauan Talaud,2010,64.37
3307,Wonosobo,2010,62.5
7101,Bolaang Mongondow,2012,63.78
9104,Teluk Bintuni,2015,61.09
3573,Kota Malang,2021,82.04
3303,Purbalingga,2017,67.72
7504,Bone Bolango,2022,70.9
3275,Kota Bekasi,2012,77.71
6213,Murung Raya,2017,67.16
8171,Kota Ambon,2013,78.16
7308,Maros,2021,70.41
3276,Kota Depok,2023,82.38
5319,Manggarai Timur,2021,61.37
7313,Wajo,2019,69.05
9706,Yalimo,2022,49.9
6205,Barito Utara,2012,64.72
1274,Kota Tebing Tinggi,2023,76.98
1407,Rokan Hulu,2018,69.36
6112,Kubu Raya,2016,65.54
7401,Buton,2022,67.23
7402,Muna,2021,69.17
3213,Subang,2015,66.52
1706,Mukomuko,2012,64.16
9431,Mamberamo Tengah,2023,50.22
1872,Kota Metro,2013,74.27
6104,Mempawah,2020,65.74
1707,Lebong,2020,67.01
9104,Teluk Bintuni,2024,66.75
3509,Jember,2012,61.31
1214,Nias Selatan,2016,59.14
1200,SUMATERA UTARA,2018,71.18
6472,Kota Samarinda,2011,77.05
3212,Indramayu,2012,62.09
7312,Soppeng,2020,68.67
3509,Jember,2010,59.94
1872,Kota Metro,2011,72.23
9432,Yalimo,2018,47.13
6471,Kota Balikpapan,2022,81.13
5200,NUSA TENGGARA BARAT,2024,70.93
9108,Raja Ampat,2021,63.92
5321,Malaka,2023,62.06
9427,Supiori,2017,61.23
7201,Banggai Kepulauan,2010,59.42
1171,Kota Banda Aceh,2011,80.87
1811,Mesuji,2018,62.88
1508,Tebo,2012,65.23
1802,Tanggamus,2023,67.86
7409,Buton Utara,2018,67.13
9107,Sorong,2013,60.86
6303,Banjar,2018,68.32
3504,Tulungagung,2012,68.29
8104,Buru,2010,61.6
6372,Kota Banjar Baru,2010,75.49
3512,Situbondo,2012,62.23
1572,Kota Sungai Penuh,2016,73.35
3528,Pamekasan,2010,59.37
1276,Kota Binjai,2014,72.55
6211,Gunung Mas,2011,66.85
9408,Kepulauan Yapen,2019,67.76
9431,Mamberamo Tengah,2013,42.43
3516,Mojokerto,2016,71.38
5306,Belu,2021,62.77
6402,Kutai Barat,2022,72.92
1674,Kota Lubuklinggau,2020,74.78
7110,Bolaang Mongondow Selatan,2012,61.48
3521,Ngawi,2015,68.32
9471,Kota Jayapura,2019,80.16
2104,Lingga,2016,62.44
6400,KALIMANTAN TIMUR,2022,77.44
3516,Mojokerto,2011,68.71
1901,Bangka,2016,70.43
3324,Kendal,2017,70.62
6371,Kota Banjarmasin,2010,71.01
1674,Kota Lubuklinggau,2019,74.81
7371,Kota Makasar,2011,77.82
3205,Garut,2017,64.52
3306,Purworejo,2016,70.66
1409,Rokan Hilir,2020,69.15
1105,Aceh Timur,2015,64.55
3214,Purwakarta,2016,68.56
1207,Labuhan Batu,2021,72.09
1109,Pidie,2015,68.68
6501,Malinau,2021,72.32
3671,Kota Tangerang,2017,77.01
1611,Empat Lawang,2015,63.55
1601,Ogan Komering Ulu,2024,71.55
3175,Kota Jakarta Utara,2013,77.16
9400,PAPUA,2014,56.75
1506,Tanjung Jabung Timur,2018,63.32
1504,Batang Hari,2021,70.11
3201,Bogor,2017,69.13
9100,PAPUA BARAT,2022,65.16
9204,Maybrat,2023,61.29
1110,Bireuen,2019,72.27
7603,Mamasa,2014,62.85
1608,Ogan Komering Ulu Selatan,2012,60.63
1971,Kota Pangkal Pinang,2010,74.68
3471,Kota Yogyakarta,2012,83.29
1201,Nias,2016,59.75
9205,Tambrauw,2024,56.32
7211,Banggai Laut,2016,63.49
5319,Manggarai Timur,2017,58.51
9103,Teluk Wondama,2013,55.65
1508,Tebo,2013,65.91
